Gaia ID,Activity Timestamp,IP Address,Proxiedhost IP Address,Is Non-routable IP Address,Activity Country,Activity Region,Activity City,User Agent String,Product Name,Sub-Product Name,Activity Type,Gmail Access Channel
464361663100,2023-02-22 07:50:08 UTC,157.47.97.125,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 07:45:18 UTC,2409:4070:440f:93f4:0:0:11fa:20ad,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:26:58 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 07:16:37 UTC,2409:4070:440f:93f4:0:0:11fa:20ad,,No,,,,App : PLAY_APP. App Version : 34.5.10. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:13:00 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:11:10 UTC,49.43.219.107,,No,,,,App : PLAY_APP. App Version : 34.5.10. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:11:04 UTC,49.43.219.107,,No,,,,App : PLAY_APP. Os : ANDROID_OS.,Play,Other,,
464361663100,2023-02-22 07:10:57 UTC,49.43.219.107,,No,,,,App : PLAY_APP. App Version : 34.5.10. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:10:56 UTC,49.43.219.107,,No,,,,App : PLAY_APP. App Version : 34.5.10. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:10:44 UTC,49.43.219.107,,No,,,,App : PLAY_APP. App Version : 34.5.10. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 07:10:32 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 06:42:30 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 06:17:58 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 06:08:07 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 06:08:00 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 05:42:11 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 05:33:38 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 05:32:12 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 05:21:47 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 05:21:45 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 05:21:41 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 05:19:42 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 04:37:47 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:47 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:47 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:46 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : UNKNOWN_OS. Os Version : . Device Type : UNKNOWN.,Gmail,Other,User Initiated,ga
464361663100,2023-02-22 04:37:46 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:45 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:45 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:37:45 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:45 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:44 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:44 UTC,49.43.219.107,,No,,,,App : GMAIL_APP. Os : ANDROID_OS. Device Type : MOBILE.,Gmail,Other,,
464361663100,2023-02-22 04:37:44 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:37:43 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:37:42 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:33:36 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:33:36 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 04:33:33 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 03:41:19 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 03:30:11 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 02:25:08 UTC,49.43.219.107,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
464361663100,2023-02-22 02:25:01 UTC,49.43.219.107,,No,,,,Os : ANDROID_OS.,Other,Other,,
464361663100,2023-02-22 02:06:32 UTC,2409:4070:440f:93f4:0:0:11fa:20ad,,No,,,,App : OTHER_APP. Os : ANDROID_OS. Os Version : 12. Device Type : MOBILE.,Other,Other,,
